2.180000000000000000e+02,1.050000000000000000e+02,2.550000000000000000e+02,2.370000000000000000e+02,4.000000000000000000e+00,1.300000000000000000e+01,8.800000000000000000e+01,2.600000000000000000e+01,1.400000000000000000e+02,1.400000000000000000e+01,1.870000000000000000e+02,4.000000000000000000e+00,2.450000000000000000e+02,7.800000000000000000e+01,1.410000000000000000e+02,8.800000000000000000e+01
2.180000000000000000e+02,1.050000000000000000e+02,2.550000000000000000e+02,2.370000000000000000e+02,4.000000000000000000e+00,1.300000000000000000e+01,8.800000000000000000e+01,2.600000000000000000e+01,1.400000000000000000e+02,1.400000000000000000e+01,1.870000000000000000e+02,4.000000000000000000e+00,2.450000000000000000e+02,7.800000000000000000e+01,1.410000000000000000e+02,8.800000000000000000e+01
2.180000000000000000e+02,1.050000000000000000e+02,2.550000000000000000e+02,2.370000000000000000e+02,4.000000000000000000e+00,1.300000000000000000e+01,8.800000000000000000e+01,2.600000000000000000e+01,1.400000000000000000e+02,1.400000000000000000e+01,1.870000000000000000e+02,4.000000000000000000e+00,2.450000000000000000e+02,7.800000000000000000e+01,1.410000000000000000e+02,8.800000000000000000e+01
2.180000000000000000e+02,1.050000000000000000e+02,2.550000000000000000e+02,2.370000000000000000e+02,4.000000000000000000e+00,1.300000000000000000e+01,8.800000000000000000e+01,2.600000000000000000e+01,1.400000000000000000e+02,1.400000000000000000e+01,1.870000000000000000e+02,4.000000000000000000e+00,2.450000000000000000e+02,7.800000000000000000e+01,1.410000000000000000e+02,8.800000000000000000e+01
2.180000000000000000e+02,1.050000000000000000e+02,2.550000000000000000e+02,2.370000000000000000e+02,4.000000000000000000e+00,1.300000000000000000e+01,8.800000000000000000e+01,2.600000000000000000e+01,1.400000000000000000e+02,1.400000000000000000e+01,1.870000000000000000e+02,4.000000000000000000e+00,2.450000000000000000e+02,7.800000000000000000e+01,1.410000000000000000e+02,8.800000000000000000e+01
2.180000000000000000e+02,1.050000000000000000e+02,2.550000000000000000e+02,2.370000000000000000e+02,4.000000000000000000e+00,1.300000000000000000e+01,8.800000000000000000e+01,2.600000000000000000e+01,1.400000000000000000e+02,1.400000000000000000e+01,1.870000000000000000e+02,4.000000000000000000e+00,2.450000000000000000e+02,7.800000000000000000e+01,1.410000000000000000e+02,8.800000000000000000e+01
2.180000000000000000e+02,1.050000000000000000e+02,2.550000000000000000e+02,2.370000000000000000e+02,4.000000000000000000e+00,1.300000000000000000e+01,8.800000000000000000e+01,2.600000000000000000e+01,1.400000000000000000e+02,1.400000000000000000e+01,1.870000000000000000e+02,4.000000000000000000e+00,2.450000000000000000e+02,7.800000000000000000e+01,1.410000000000000000e+02,8.800000000000000000e+01
2.180000000000000000e+02,1.050000000000000000e+02,2.550000000000000000e+02,2.370000000000000000e+02,4.000000000000000000e+00,1.300000000000000000e+01,8.800000000000000000e+01,2.600000000000000000e+01,1.400000000000000000e+02,1.400000000000000000e+01,1.870000000000000000e+02,4.000000000000000000e+00,2.450000000000000000e+02,7.800000000000000000e+01,1.410000000000000000e+02,8.800000000000000000e+01
2.180000000000000000e+02,1.050000000000000000e+02,2.550000000000000000e+02,2.370000000000000000e+02,4.000000000000000000e+00,1.300000000000000000e+01,8.800000000000000000e+01,2.600000000000000000e+01,1.400000000000000000e+02,1.400000000000000000e+01,1.870000000000000000e+02,4.000000000000000000e+00,2.450000000000000000e+02,7.800000000000000000e+01,1.410000000000000000e+02,8.800000000000000000e+01
2.180000000000000000e+02,1.050000000000000000e+02,2.550000000000000000e+02,2.370000000000000000e+02,4.000000000000000000e+00,1.300000000000000000e+01,8.800000000000000000e+01,2.600000000000000000e+01,1.400000000000000000e+02,1.400000000000000000e+01,1.870000000000000000e+02,4.000000000000000000e+00,2.450000000000000000e+02,7.800000000000000000e+01,1.410000000000000000e+02,8.800000000000000000e+01
2.180000000000000000e+02,1.050000000000000000e+02,2.550000000000000000e+02,2.370000000000000000e+02,4.000000000000000000e+00,1.300000000000000000e+01,8.800000000000000000e+01,2.600000000000000000e+01,1.400000000000000000e+02,1.400000000000000000e+01,1.870000000000000000e+02,4.000000000000000000e+00,2.450000000000000000e+02,7.800000000000000000e+01,1.410000000000000000e+02,8.800000000000000000e+01
2.180000000000000000e+02,1.050000000000000000e+02,2.550000000000000000e+02,2.370000000000000000e+02,4.000000000000000000e+00,1.300000000000000000e+01,8.800000000000000000e+01,2.600000000000000000e+01,1.400000000000000000e+02,1.400000000000000000e+01,1.870000000000000000e+02,4.000000000000000000e+00,2.450000000000000000e+02,7.800000000000000000e+01,1.410000000000000000e+02,8.800000000000000000e+01
2.180000000000000000e+02,1.050000000000000000e+02,2.550000000000000000e+02,2.370000000000000000e+02,4.000000000000000000e+00,1.300000000000000000e+01,8.800000000000000000e+01,2.600000000000000000e+01,1.400000000000000000e+02,1.400000000000000000e+01,1.870000000000000000e+02,4.000000000000000000e+00,2.450000000000000000e+02,7.800000000000000000e+01,1.410000000000000000e+02,8.800000000000000000e+01
